# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tup_04_model
# start_datetime = 2023-12-05 14:03:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1098149309 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/data/tup_04/tup_04_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = --warn-pedantic
lp__,accept_stat__,base,a.1.1:1,a.1.1:2.1,a.1.1:2.2,a.2.1:1,a.2.1:2.1,a.2.1:2.2,a.3.1:1,a.3.1:2.1,a.3.1:2.2,a.1.2:1,a.1.2:2.1,a.1.2:2.2,a.2.2:1,a.2.2:2.1,a.2.2:2.2,a.3.2:1,a.3.2:2.1,a.3.2:2.2
0,0,-0.123959,-1.48751,-1.61147,-0.123959,-1.98335,-2.10731,-0.123959,-2.47919,-2.60315,-0.123959,-1.73543,-1.85939,-0.123959,-2.23127,-2.35523,-0.123959,-2.72711,-2.85107,-0.123959
0,0,0.341083,4.09299,4.43407,0.341083,5.45732,5.79841,0.341083,6.82165,7.16274,0.341083,4.77516,5.11624,0.341083,6.13949,6.48057,0.341083,7.50382,7.8449,0.341083
0,0,-0.88992,-10.679,-11.569,-0.88992,-14.2387,-15.1286,-0.88992,-17.7984,-18.6883,-0.88992,-12.4589,-13.3488,-0.88992,-16.0186,-16.9085,-0.88992,-19.5782,-20.4682,-0.88992
0,0,1.03949,12.4739,13.5134,1.03949,16.6319,17.6714,1.03949,20.7899,21.8294,1.03949,14.5529,15.5924,1.03949,18.7109,19.7504,1.03949,22.8689,23.9084,1.03949
0,0,-0.277901,-3.33482,-3.61272,-0.277901,-4.44642,-4.72432,-0.277901,-5.55803,-5.83593,-0.277901,-3.89062,-4.16852,-0.277901,-5.00222,-5.28012,-0.277901,-6.11383,-6.39173,-0.277901
0,0,0.687175,8.2461,8.93328,0.687175,10.9948,11.682,0.687175,13.7435,14.4307,0.687175,9.62045,10.3076,0.687175,12.3692,13.0563,0.687175,15.1179,15.805,0.687175
0,0,0.113638,1.36366,1.4773,0.113638,1.81821,1.93185,0.113638,2.27277,2.3864,0.113638,1.59094,1.70457,0.113638,2.04549,2.15913,0.113638,2.50004,2.61368,0.113638
0,0,-0.567109,-6.80531,-7.37242,-0.567109,-9.07375,-9.64086,-0.567109,-11.3422,-11.9093,-0.567109,-7.93953,-8.50664,-0.567109,-10.208,-10.7751,-0.567109,-12.4764,-13.0435,-0.567109
0,0,0.229655,2.75586,2.98552,0.229655,3.67448,3.90414,0.229655,4.5931,4.82276,0.229655,3.21517,3.44483,0.229655,4.13379,4.36345,0.229655,5.05241,5.28207,0.229655
0,0,-0.252742,-3.03291,-3.28565,-0.252742,-4.04387,-4.29662,-0.252742,-5.05484,-5.30758,-0.252742,-3.53839,-3.79113,-0.252742,-4.54936,-4.8021,-0.252742,-5.56033,-5.81307,-0.252742
0,0,-0.678702,-8.14442,-8.82313,-0.678702,-10.8592,-11.5379,-0.678702,-13.574,-14.2527,-0.678702,-9.50183,-10.1805,-0.678702,-12.2166,-12.8953,-0.678702,-14.9314,-15.6101,-0.678702
