# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tup_04_model
# start_datetime = 2023-12-05 14:03:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1098149309 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/data/tup_04/tup_04_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = --warn-pedantic
lp__,accept_stat__,base,a.1.1:1,a.1.1:2.1,a.1.1:2.2,a.2.1:1,a.2.1:2.1,a.2.1:2.2,a.3.1:1,a.3.1:2.1,a.3.1:2.2,a.1.2:1,a.1.2:2.1,a.1.2:2.2,a.2.2:1,a.2.2:2.1,a.2.2:2.2,a.3.2:1,a.3.2:2.1,a.3.2:2.2
0,0,-0.224993,-2.69991,-2.92491,-0.224993,-3.59989,-3.82488,-0.224993,-4.49986,-4.72485,-0.224993,-3.1499,-3.37489,-0.224993,-4.04987,-4.27487,-0.224993,-4.94984,-5.17484,-0.224993
0,0,0.885597,10.6272,11.5128,0.885597,14.1695,15.0551,0.885597,17.7119,18.5975,0.885597,12.3984,13.284,0.885597,15.9407,16.8263,0.885597,19.4831,20.3687,0.885597
0,0,-1.35125,-16.215,-17.5662,-1.35125,-21.6199,-22.9712,-1.35125,-27.0249,-28.3762,-1.35125,-18.9175,-20.2687,-1.35125,-24.3224,-25.6737,-1.35125,-29.7274,-31.0787,-1.35125
0,0,-0.222835,-2.67402,-2.89686,-0.222835,-3.56536,-3.7882,-0.222835,-4.4567,-4.67954,-0.222835,-3.11969,-3.34253,-0.222835,-4.01103,-4.23387,-0.222835,-4.90237,-5.12521,-0.222835
0,0,-0.0534862,-0.641835,-0.695321,-0.0534862,-0.85578,-0.909266,-0.0534862,-1.06972,-1.12321,-0.0534862,-0.748807,-0.802294,-0.0534862,-0.962752,-1.01624,-0.0534862,-1.1767,-1.23018,-0.0534862
0,0,-0.506303,-6.07564,-6.58194,-0.506303,-8.10085,-8.60716,-0.506303,-10.1261,-10.6324,-0.506303,-7.08825,-7.59455,-0.506303,-9.11346,-9.61976,-0.506303,-11.1387,-11.645,-0.506303
0,0,-0.0122112,-0.146534,-0.158746,-0.0122112,-0.195379,-0.20759,-0.0122112,-0.244224,-0.256435,-0.0122112,-0.170957,-0.183168,-0.0122112,-0.219802,-0.232013,-0.0122112,-0.268646,-0.280858,-0.0122112
0,0,0.292377,3.50852,3.8009,0.292377,4.67803,4.97041,0.292377,5.84754,6.13992,0.292377,4.09328,4.38566,0.292377,5.26279,5.55516,0.292377,6.43229,6.72467,0.292377
0,0,0.480472,5.76566,6.24614,0.480472,7.68755,8.16802,0.480472,9.60944,10.0899,0.480472,6.72661,7.20708,0.480472,8.6485,9.12897,0.480472,10.5704,11.0509,0.480472
0,0,0.261697,3.14037,3.40207,0.261697,4.18716,4.44886,0.261697,5.23395,5.49564,0.261697,3.66376,3.92546,0.261697,4.71055,4.97225,0.261697,5.75734,6.01904,0.261697
0,0,1.58676,19.0411,20.6279,1.58676,25.3882,26.975,1.58676,31.7352,33.322,1.58676,22.2147,23.8014,1.58676,28.5617,30.1485,1.58676,34.9088,36.4955,1.58676
0,0,0.0711395,0.853674,0.924814,0.0711395,1.13823,1.20937,0.0711395,1.42279,1.49393,0.0711395,0.995953,1.06709,0.0711395,1.28051,1.35165,0.0711395,1.56507,1.63621,0.0711395
0,0,-0.703606,-8.44327,-9.14688,-0.703606,-11.2577,-11.9613,-0.703606,-14.0721,-14.7757,-0.703606,-9.85048,-10.5541,-0.703606,-12.6649,-13.3685,-0.703606,-15.4793,-16.1829,-0.703606
0,0,1.02425,12.291,13.3153,1.02425,16.388,17.4123,1.02425,20.485,21.5093,1.02425,14.3395,15.3638,1.02425,18.4365,19.4608,1.02425,22.5335,23.5578,1.02425
0,0,-1.07872,-12.9446,-14.0233,-1.07872,-17.2595,-18.3382,-1.07872,-21.5744,-22.6531,-1.07872,-15.102,-16.1808,-1.07872,-19.4169,-20.4956,-1.07872,-23.7318,-24.8105,-1.07872
0,0,0.975416,11.705,12.6804,0.975416,15.6067,16.5821,0.975416,19.5083,20.4837,0.975416,13.6558,14.6312,0.975416,17.5575,18.5329,0.975416,21.4591,22.4346,0.975416
0,0,-1.66457,-19.9748,-21.6394,-1.66457,-26.6331,-28.2977,-1.66457,-33.2914,-34.956,-1.66457,-23.304,-24.9685,-1.66457,-29.9622,-31.6268,-1.66457,-36.6205,-38.2851,-1.66457
0,0,-0.31926,-3.83112,-4.15038,-0.31926,-5.10816,-5.42742,-0.31926,-6.3852,-6.70446,-0.31926,-4.46964,-4.7889,-0.31926,-5.74668,-6.06594,-0.31926,-7.02372,-7.34298,-0.31926
