# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = mixed_01_model
# start_datetime = 2023-12-07 22:50:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1302539520 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/data/mixed_01/mixed_01_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-93-g992ff90
# stancflags = --warn-pedantic
lp__,accept_stat__,base,a.1.1:1,a.1.1:2.1,a.1.1:2.2,a.2.1:1,a.2.1:2.1,a.2.1:2.2,a.3.1:1,a.3.1:2.1,a.3.1:2.2,a.1.2:1,a.1.2:2.1,a.1.2:2.2,a.2.2:1,a.2.2:2.1,a.2.2:2.2,a.3.2:1,a.3.2:2.1,a.3.2:2.2
0,0,0.84558,10.147,10.9925,0.84558,13.5293,14.3749,0.84558,16.9116,17.7572,0.84558,11.8381,12.6837,0.84558,15.2204,16.066,0.84558,18.6028,19.4483,0.84558
0,0,0.227496,2.72995,2.95744,0.227496,3.63993,3.86743,0.227496,4.54991,4.77741,0.227496,3.18494,3.41243,0.227496,4.09492,4.32242,0.227496,5.0049,5.2324,0.227496
0,0,-0.69607,-8.35284,-9.04891,-0.69607,-11.1371,-11.8332,-0.69607,-13.9214,-14.6175,-0.69607,-9.74498,-10.4411,-0.69607,-12.5293,-13.2253,-0.69607,-15.3135,-16.0096,-0.69607
0,0,0.351324,4.21589,4.56722,0.351324,5.62119,5.97251,0.351324,7.02649,7.37781,0.351324,4.91854,5.26986,0.351324,6.32384,6.67516,0.351324,7.72914,8.08046,0.351324
0,0,-1.16509,-13.9811,-15.1462,-1.16509,-18.6415,-19.8066,-1.16509,-23.3019,-24.467,-1.16509,-16.3113,-17.4764,-1.16509,-20.9717,-22.1368,-1.16509,-25.6321,-26.7972,-1.16509
0,0,1.98939,23.8726,25.862,1.98939,31.8302,33.8196,1.98939,39.7877,41.7771,1.98939,27.8514,29.8408,1.98939,35.809,37.7984,1.98939,43.7665,45.7559,1.98939
0,0,0.276697,3.32036,3.59706,0.276697,4.42715,4.70384,0.276697,5.53393,5.81063,0.276697,3.87375,4.15045,0.276697,4.98054,5.25724,0.276697,6.08733,6.36402,0.276697
0,0,0.0185129,0.222155,0.240668,0.0185129,0.296206,0.314719,0.0185129,0.370258,0.388771,0.0185129,0.259181,0.277694,0.0185129,0.333232,0.351745,0.0185129,0.407284,0.425797,0.0185129
0,0,-0.323695,-3.88434,-4.20803,-0.323695,-5.17911,-5.50281,-0.323695,-6.47389,-6.79759,-0.323695,-4.53172,-4.85542,-0.323695,-5.8265,-6.1502,-0.323695,-7.12128,-7.44498,-0.323695
0,0,-0.654653,-7.85584,-8.51049,-0.654653,-10.4744,-11.1291,-0.654653,-13.0931,-13.7477,-0.654653,-9.16514,-9.81979,-0.654653,-11.7838,-12.4384,-0.654653,-14.4024,-15.057,-0.654653
0,0,1.35965,16.3158,17.6755,1.35965,21.7544,23.1141,1.35965,27.1931,28.5527,1.35965,19.0351,20.3948,1.35965,24.4738,25.8334,1.35965,29.9124,31.272,1.35965
0,0,-0.172631,-2.07157,-2.2442,-0.172631,-2.76209,-2.93472,-0.172631,-3.45261,-3.62524,-0.172631,-2.41683,-2.58946,-0.172631,-3.10735,-3.27998,-0.172631,-3.79787,-3.9705,-0.172631
0,0,0.474791,5.69749,6.17228,0.474791,7.59665,8.07144,0.474791,9.49581,9.9706,0.474791,6.64707,7.12186,0.474791,8.54623,9.02102,0.474791,10.4454,10.9202,0.474791
0,0,1.24092,14.891,16.1319,1.24092,19.8547,21.0956,1.24092,24.8184,26.0593,1.24092,17.3729,18.6138,1.24092,22.3365,23.5775,1.24092,27.3002,28.5411,1.24092
0,0,1.13098,13.5717,14.7027,1.13098,18.0957,19.2266,1.13098,22.6196,23.7506,1.13098,15.8337,16.9647,1.13098,20.3576,21.4886,1.13098,24.8815,26.0125,1.13098
0,0,-0.452821,-5.43385,-5.88668,-0.452821,-7.24514,-7.69796,-0.452821,-9.05642,-9.50924,-0.452821,-6.3395,-6.79232,-0.452821,-8.15078,-8.6036,-0.452821,-9.96207,-10.4149,-0.452821
0,0,2.01977,24.2373,26.257,2.01977,32.3163,34.3361,2.01977,40.3954,42.4152,2.01977,28.2768,30.2966,2.01977,36.3559,38.3756,2.01977,44.435,46.4547,2.01977
0,0,2.27851,27.3421,29.6206,2.27851,36.4561,38.7346,2.27851,45.5701,47.8486,2.27851,31.8991,34.1776,2.27851,41.0131,43.2916,2.27851,50.1271,52.4056,2.27851
0,0,-0.286989,-3.44387,-3.73086,-0.286989,-4.59183,-4.87882,-0.286989,-5.73978,-6.02677,-0.286989,-4.01785,-4.30484,-0.286989,-5.1658,-5.45279,-0.286989,-6.31376,-6.60075,-0.286989
0,0,0.819433,9.8332,10.6526,0.819433,13.1109,13.9304,0.819433,16.3887,17.2081,0.819433,11.4721,12.2915,0.819433,14.7498,15.5692,0.819433,18.0275,18.847,0.819433
0,0,-0.418919,-5.02703,-5.44595,-0.418919,-6.70271,-7.12163,-0.418919,-8.37839,-8.79731,-0.418919,-5.86487,-6.28379,-0.418919,-7.54055,-7.95947,-0.418919,-9.21623,-9.63515,-0.418919
0,0,-0.316165,-3.79398,-4.11014,-0.316165,-5.05863,-5.3748,-0.316165,-6.32329,-6.63946,-0.316165,-4.4263,-4.74247,-0.316165,-5.69096,-6.00713,-0.316165,-6.95562,-7.27179,-0.316165
0,0,-0.420366,-5.04439,-5.46476,-0.420366,-6.72586,-7.14623,-0.420366,-8.40732,-8.82769,-0.420366,-5.88513,-6.30549,-0.420366,-7.56659,-7.98696,-0.420366,-9.24806,-9.66842,-0.420366
