# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tup_01_model
# start_datetime = 2023-12-04 22:51:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1043408203 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/data/tup_01/tup_01_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = --warn-pedantic
lp__,accept_stat__,base,base_i,pair:1,pair:2,nested:1,nested:2:1,nested:2:2.real,nested:2:2.imag,arr_pair.1:1,arr_pair.1:2,arr_pair.2:1,arr_pair.2:2,arr_very_nested.1:1:1,arr_very_nested.1:1:2:1,arr_very_nested.1:1:2:2.real,arr_very_nested.1:1:2:2.imag,arr_very_nested.1:2,arr_very_nested.2:1:1,arr_very_nested.2:1:2:1,arr_very_nested.2:1:2:2.real,arr_very_nested.2:1:2:2.imag,arr_very_nested.2:2,arr_very_nested.3:1:1,arr_very_nested.3:1:2:1,arr_very_nested.3:1:2:2.real,arr_very_nested.3:1:2:2.imag,arr_very_nested.3:2,arr_2d_pair.1.1:1,arr_2d_pair.1.1:2,arr_2d_pair.2.1:1,arr_2d_pair.2.1:2,arr_2d_pair.3.1:1,arr_2d_pair.3.1:2,arr_2d_pair.1.2:1,arr_2d_pair.1.2:2,arr_2d_pair.2.2:1,arr_2d_pair.2.2:2,arr_2d_pair.3.2:1,arr_2d_pair.3.2:2,basep1,basep2,basep3,basep4,basep5
0,0,0.925669,-4,0.925669,1.85134,2.77701,-4,0,3.70267,0.925669,1.85134,4.62834,5.55401,2.77701,-4,0,3.70267,6.47968,7.40535,-8,0,8.33102,9.25669,2.77701,-4,0,3.70267,10.1824,11.108,12.0337,14.8107,15.7364,18.5134,19.439,12.9594,13.885,16.662,17.5877,20.3647,21.2904,1.92567,2.92567,3.92567,4.92567,5.92567
0,0,-1.50208,14,-1.50208,-3.00416,-4.50624,14,-0,-6.00832,-1.50208,-3.00416,-7.5104,-9.01248,-4.50624,14,-0,-6.00832,-10.5146,-12.0166,28,-0,-13.5187,-15.0208,-4.50624,14,-0,-6.00832,-16.5229,-18.025,-19.527,-24.0333,-25.5354,-30.0416,-31.5437,-21.0291,-22.5312,-27.0374,-28.5395,-33.0458,-34.5478,-0.50208,0.49792,1.49792,2.49792,3.49792
0,0,-0.760499,22,-0.760499,-1.521,-2.2815,22,-0,-3.042,-0.760499,-1.521,-3.8025,-4.563,-2.2815,22,-0,-3.042,-5.32349,-6.08399,44,-0,-6.84449,-7.60499,-2.2815,22,-0,-3.042,-8.36549,-9.12599,-9.88649,-12.168,-12.9285,-15.21,-15.9705,-10.647,-11.4075,-13.689,-14.4495,-16.731,-17.4915,0.239501,1.2395,2.2395,3.2395,4.2395
0,0,0.420049,0,0.420049,0.840098,1.26015,0,0,1.6802,0.420049,0.840098,2.10024,2.52029,1.26015,0,0,1.6802,2.94034,3.36039,0,0,3.78044,4.20049,1.26015,0,0,1.6802,4.62054,5.04059,5.46064,6.72078,7.14083,8.40098,8.82103,5.88068,6.30073,7.56088,7.98093,9.24108,9.66112,1.42005,2.42005,3.42005,4.42005,5.42005
0,0,-0.985345,-3,-0.985345,-1.97069,-2.95603,-3,-0,-3.94138,-0.985345,-1.97069,-4.92672,-5.91207,-2.95603,-3,-0,-3.94138,-6.89741,-7.88276,-6,-0,-8.8681,-9.85345,-2.95603,-3,-0,-3.94138,-10.8388,-11.8241,-12.8095,-15.7655,-16.7509,-19.7069,-20.6922,-13.7948,-14.7802,-17.7362,-18.7216,-21.6776,-22.6629,0.0146551,1.01466,2.01466,3.01466,4.01466
0,0,-0.59168,3,-0.59168,-1.18336,-1.77504,3,-0,-2.36672,-0.59168,-1.18336,-2.9584,-3.55008,-1.77504,3,-0,-2.36672,-4.14176,-4.73344,6,-0,-5.32512,-5.9168,-1.77504,3,-0,-2.36672,-6.50848,-7.10016,-7.69184,-9.46688,-10.0586,-11.8336,-12.4253,-8.28352,-8.8752,-10.6502,-11.2419,-13.017,-13.6086,0.40832,1.40832,2.40832,3.40832,4.40832
0,0,1.32778,13,1.32778,2.65555,3.98333,13,0,5.3111,1.32778,2.65555,6.63888,7.96665,3.98333,13,0,5.3111,9.29443,10.6222,26,0,11.95,13.2778,3.98333,13,0,5.3111,14.6055,15.9333,17.2611,21.2444,22.5722,26.5555,27.8833,18.5889,19.9166,23.9,25.2277,29.2111,30.5388,2.32778,3.32778,4.32778,5.32778,6.32778
0,0,0.924052,3,0.924052,1.8481,2.77216,3,0,3.69621,0.924052,1.8481,4.62026,5.54431,2.77216,3,0,3.69621,6.46836,7.39241,6,0,8.31647,9.24052,2.77216,3,0,3.69621,10.1646,11.0886,12.0127,14.7848,15.7089,18.481,19.4051,12.9367,13.8608,16.6329,17.557,20.3291,21.2532,1.92405,2.92405,3.92405,4.92405,5.92405
0,0,-0.713365,20,-0.713365,-1.42673,-2.1401,20,-0,-2.85346,-0.713365,-1.42673,-3.56683,-4.28019,-2.1401,20,-0,-2.85346,-4.99356,-5.70692,40,-0,-6.42029,-7.13365,-2.1401,20,-0,-2.85346,-7.84702,-8.56038,-9.27375,-11.4138,-12.1272,-14.2673,-14.9807,-9.98711,-10.7005,-12.8406,-13.5539,-15.694,-16.4074,0.286635,1.28663,2.28663,3.28663,4.28663
0,0,-0.591443,0,-0.591443,-1.18289,-1.77433,0,-0,-2.36577,-0.591443,-1.18289,-2.95721,-3.54866,-1.77433,0,-0,-2.36577,-4.1401,-4.73154,0,-0,-5.32298,-5.91443,-1.77433,0,-0,-2.36577,-6.50587,-7.09731,-7.68875,-9.46308,-10.0545,-11.8289,-12.4203,-8.2802,-8.87164,-10.646,-11.2374,-13.0117,-13.6032,0.408557,1.40856,2.40856,3.40856,4.40856
