# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tup_01_model
# start_datetime = 2023-12-04 22:51:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 1043408203 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/data/tup_01/tup_01_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = --warn-pedantic
lp__,accept_stat__,base,base_i,pair:1,pair:2,nested:1,nested:2:1,nested:2:2.real,nested:2:2.imag,arr_pair.1:1,arr_pair.1:2,arr_pair.2:1,arr_pair.2:2,arr_very_nested.1:1:1,arr_very_nested.1:1:2:1,arr_very_nested.1:1:2:2.real,arr_very_nested.1:1:2:2.imag,arr_very_nested.1:2,arr_very_nested.2:1:1,arr_very_nested.2:1:2:1,arr_very_nested.2:1:2:2.real,arr_very_nested.2:1:2:2.imag,arr_very_nested.2:2,arr_very_nested.3:1:1,arr_very_nested.3:1:2:1,arr_very_nested.3:1:2:2.real,arr_very_nested.3:1:2:2.imag,arr_very_nested.3:2,arr_2d_pair.1.1:1,arr_2d_pair.1.1:2,arr_2d_pair.2.1:1,arr_2d_pair.2.1:2,arr_2d_pair.3.1:1,arr_2d_pair.3.1:2,arr_2d_pair.1.2:1,arr_2d_pair.1.2:2,arr_2d_pair.2.2:1,arr_2d_pair.2.2:2,arr_2d_pair.3.2:1,arr_2d_pair.3.2:2,basep1,basep2,basep3,basep4,basep5
0,0,-0.903168,10,-0.903168,-1.80634,-2.70951,10,-0,-3.61267,-0.903168,-1.80634,-4.51584,-5.41901,-2.70951,10,-0,-3.61267,-6.32218,-7.22535,20,-0,-8.12852,-9.03168,-2.70951,10,-0,-3.61267,-9.93485,-10.838,-11.7412,-14.4507,-15.3539,-18.0634,-18.9665,-12.6444,-13.5475,-16.257,-17.1602,-19.8697,-20.7729,0.0968316,1.09683,2.09683,3.09683,4.09683
0,0,-0.411002,15,-0.411002,-0.822004,-1.23301,15,-0,-1.64401,-0.411002,-0.822004,-2.05501,-2.46601,-1.23301,15,-0,-1.64401,-2.87702,-3.28802,30,-0,-3.69902,-4.11002,-1.23301,15,-0,-1.64401,-4.52102,-4.93203,-5.34303,-6.57603,-6.98704,-8.22004,-8.63105,-5.75403,-6.16503,-7.39804,-7.80904,-9.04205,-9.45305,0.588998,1.589,2.589,3.589,4.589
0,0,-0.713779,2,-0.713779,-1.42756,-2.14134,2,-0,-2.85511,-0.713779,-1.42756,-3.56889,-4.28267,-2.14134,2,-0,-2.85511,-4.99645,-5.71023,4,-0,-6.42401,-7.13779,-2.14134,2,-0,-2.85511,-7.85157,-8.56534,-9.27912,-11.4205,-12.1342,-14.2756,-14.9894,-9.9929,-10.7067,-12.848,-13.5618,-15.7031,-16.4169,0.286221,1.28622,2.28622,3.28622,4.28622
0,0,1.42189,16,1.42189,2.84377,4.26566,16,0,5.68754,1.42189,2.84377,7.10943,8.53132,4.26566,16,0,5.68754,9.9532,11.3751,32,0,12.797,14.2189,4.26566,16,0,5.68754,15.6407,17.0626,18.4845,22.7502,24.1721,28.4377,29.8596,19.9064,21.3283,25.594,27.0158,31.2815,32.7034,2.42189,3.42189,4.42189,5.42189,6.42189
0,0,-0.00331727,17,-0.00331727,-0.00663454,-0.00995181,17,-0,-0.0132691,-0.00331727,-0.00663454,-0.0165863,-0.0199036,-0.00995181,17,-0,-0.0132691,-0.0232209,-0.0265382,34,-0,-0.0298554,-0.0331727,-0.00995181,17,-0,-0.0132691,-0.03649,-0.0398072,-0.0431245,-0.0530763,-0.0563936,-0.0663454,-0.0696627,-0.0464418,-0.049759,-0.0597109,-0.0630281,-0.0729799,-0.0762972,0.996683,1.99668,2.99668,3.99668,4.99668
0,0,-0.130675,-17,-0.130675,-0.26135,-0.392025,-17,-0,-0.522699,-0.130675,-0.26135,-0.653374,-0.784049,-0.392025,-17,-0,-0.522699,-0.914724,-1.0454,-34,-0,-1.17607,-1.30675,-0.392025,-17,-0,-0.522699,-1.43742,-1.5681,-1.69877,-2.0908,-2.22147,-2.6135,-2.74417,-1.82945,-1.96012,-2.35215,-2.48282,-2.87485,-3.00552,0.869325,1.86933,2.86933,3.86933,4.86933
0,0,0.489985,-1,0.489985,0.97997,1.46995,-1,0,1.95994,0.489985,0.97997,2.44992,2.93991,1.46995,-1,0,1.95994,3.42989,3.91988,-2,0,4.40986,4.89985,1.46995,-1,0,1.95994,5.38983,5.87982,6.3698,7.83976,8.32974,9.7997,10.2897,6.85979,7.34977,8.81973,9.30971,10.7797,11.2696,1.48998,2.48998,3.48998,4.48998,5.48998
0,0,0.34963,3,0.34963,0.699259,1.04889,3,0,1.39852,0.34963,0.699259,1.74815,2.09778,1.04889,3,0,1.39852,2.44741,2.79704,6,0,3.14667,3.4963,1.04889,3,0,1.39852,3.84593,4.19556,4.54519,5.59408,5.94371,6.99259,7.34222,4.89482,5.24445,6.29334,6.64296,7.69185,8.04148,1.34963,2.34963,3.34963,4.34963,5.34963
0,0,-0.288796,6,-0.288796,-0.577592,-0.866388,6,-0,-1.15518,-0.288796,-0.577592,-1.44398,-1.73278,-0.866388,6,-0,-1.15518,-2.02157,-2.31037,12,-0,-2.59916,-2.88796,-0.866388,6,-0,-1.15518,-3.17676,-3.46555,-3.75435,-4.62074,-4.90953,-5.77592,-6.06471,-4.04314,-4.33194,-5.19833,-5.48712,-6.35351,-6.64231,0.711204,1.7112,2.7112,3.7112,4.7112
0,0,-0.20011,6,-0.20011,-0.400221,-0.600331,6,-0,-0.800441,-0.20011,-0.400221,-1.00055,-1.20066,-0.600331,6,-0,-0.800441,-1.40077,-1.60088,12,-0,-1.80099,-2.0011,-0.600331,6,-0,-0.800441,-2.20121,-2.40132,-2.60143,-3.20177,-3.40188,-4.00221,-4.20232,-2.80155,-3.00166,-3.60199,-3.8021,-4.40243,-4.60254,0.79989,1.79989,2.79989,3.79989,4.79989
0,0,-0.195513,14,-0.195513,-0.391025,-0.586538,14,-0,-0.782051,-0.195513,-0.391025,-0.977563,-1.17308,-0.586538,14,-0,-0.782051,-1.36859,-1.5641,28,-0,-1.75961,-1.95513,-0.586538,14,-0,-0.782051,-2.15064,-2.34615,-2.54166,-3.1282,-3.32372,-3.91025,-4.10577,-2.73718,-2.93269,-3.51923,-3.71474,-4.30128,-4.49679,0.804487,1.80449,2.80449,3.80449,4.80449
0,0,-1.3087,3,-1.3087,-2.61741,-3.92611,3,-0,-5.23482,-1.3087,-2.61741,-6.54352,-7.85223,-3.92611,3,-0,-5.23482,-9.16093,-10.4696,6,-0,-11.7783,-13.087,-3.92611,3,-0,-5.23482,-14.3957,-15.7045,-17.0132,-20.9393,-22.248,-26.1741,-27.4828,-18.3219,-19.6306,-23.5567,-24.8654,-28.7915,-30.1002,-0.308704,0.691296,1.6913,2.6913,3.6913
0,0,-1.4415,23,-1.4415,-2.88301,-4.32451,23,-0,-5.76602,-1.4415,-2.88301,-7.20752,-8.64902,-4.32451,23,-0,-5.76602,-10.0905,-11.532,46,-0,-12.9735,-14.415,-4.32451,23,-0,-5.76602,-15.8565,-17.298,-18.7395,-23.0641,-24.5056,-28.8301,-30.2716,-20.1811,-21.6226,-25.9471,-27.3886,-31.7131,-33.1546,-0.441504,0.558496,1.5585,2.5585,3.5585
0,0,2.0243,15,2.0243,4.04859,6.07289,15,0,8.09719,2.0243,4.04859,10.1215,12.1458,6.07289,15,0,8.09719,14.1701,16.1944,30,0,18.2187,20.243,6.07289,15,0,8.09719,22.2673,24.2916,26.3159,32.3887,34.413,40.4859,42.5102,28.3401,30.3644,36.4373,38.4616,44.5345,46.5588,3.0243,4.0243,5.0243,6.0243,7.0243
0,0,-1.55297,14,-1.55297,-3.10594,-4.6589,14,-0,-6.21187,-1.55297,-3.10594,-7.76484,-9.31781,-4.6589,14,-0,-6.21187,-10.8708,-12.4237,28,-0,-13.9767,-15.5297,-4.6589,14,-0,-6.21187,-17.0826,-18.6356,-20.1886,-24.8475,-26.4005,-31.0594,-32.6123,-21.7416,-23.2945,-27.9534,-29.5064,-34.1653,-35.7183,-0.552968,0.447032,1.44703,2.44703,3.44703
0,0,-0.792209,13,-0.792209,-1.58442,-2.37663,13,-0,-3.16884,-0.792209,-1.58442,-3.96105,-4.75326,-2.37663,13,-0,-3.16884,-5.54546,-6.33767,26,-0,-7.12988,-7.92209,-2.37663,13,-0,-3.16884,-8.7143,-9.50651,-10.2987,-12.6753,-13.4676,-15.8442,-16.6364,-11.0909,-11.8831,-14.2598,-15.052,-17.4286,-18.2208,0.207791,1.20779,2.20779,3.20779,4.20779
0,0,-0.423521,2,-0.423521,-0.847043,-1.27056,2,-0,-1.69409,-0.423521,-0.847043,-2.11761,-2.54113,-1.27056,2,-0,-1.69409,-2.96465,-3.38817,4,-0,-3.81169,-4.23521,-1.27056,2,-0,-1.69409,-4.65874,-5.08226,-5.50578,-6.77634,-7.19986,-8.47043,-8.89395,-5.9293,-6.35282,-7.62339,-8.04691,-9.31747,-9.74099,0.576479,1.57648,2.57648,3.57648,4.57648
0,0,2.25282,-7,2.25282,4.50563,6.75845,-7,0,9.01127,2.25282,4.50563,11.2641,13.5169,6.75845,-7,0,9.01127,15.7697,18.0225,-14,0,20.2753,22.5282,6.75845,-7,0,9.01127,24.781,27.0338,29.2866,36.0451,38.2979,45.0563,47.3091,31.5394,33.7922,40.5507,42.8035,49.562,51.8148,3.25282,4.25282,5.25282,6.25282,7.25282
0,0,-0.352158,21,-0.352158,-0.704316,-1.05647,21,-0,-1.40863,-0.352158,-0.704316,-1.76079,-2.11295,-1.05647,21,-0,-1.40863,-2.46511,-2.81726,42,-0,-3.16942,-3.52158,-1.05647,21,-0,-1.40863,-3.87374,-4.22589,-4.57805,-5.63453,-5.98668,-7.04316,-7.39532,-4.93021,-5.28237,-6.33884,-6.691,-7.74747,-8.09963,0.647842,1.64784,2.64784,3.64784,4.64784
0,0,0.885181,12,0.885181,1.77036,2.65554,12,0,3.54072,0.885181,1.77036,4.4259,5.31109,2.65554,12,0,3.54072,6.19627,7.08145,24,0,7.96663,8.85181,2.65554,12,0,3.54072,9.73699,10.6222,11.5074,14.1629,15.0481,17.7036,18.5888,12.3925,13.2777,15.9333,16.8184,19.474,20.3592,1.88518,2.88518,3.88518,4.88518,5.88518
