# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = oned_sample_model
# start_datetime = 2023-11-21 14:19:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4184457446 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_edge_data/../../data/oned_sample/oned_sample_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,base,A.1.1.1,A.2.1.1,A.1.1.2,A.2.1.2,A.1.1.3,A.2.1.3,dummy.1.1.1,dummy_tuple.1:1,dummy_tuple.1:2.1
0,0,-1.58109,-1.58109,-4.74328,-1.58109,-6.32437,-3.16219,-7.90546,-15.8109,-17.392,-18.9731
0,0,2.0153,2.0153,6.04589,2.0153,8.06119,4.03059,10.0765,20.153,22.1683,24.1836
0,0,-0.914227,-0.914227,-2.74268,-0.914227,-3.65691,-1.82845,-4.57113,-9.14227,-10.0565,-10.9707
0,0,-1.41981,-1.41981,-4.25943,-1.41981,-5.67924,-2.83962,-7.09905,-14.1981,-15.6179,-17.0377
0,0,1.18517,1.18517,3.5555,1.18517,4.74066,2.37033,5.92583,11.8517,13.0368,14.222
0,0,0.193343,0.193343,0.58003,0.193343,0.773373,0.386686,0.966716,1.93343,2.12678,2.32012
0,0,0.647693,0.647693,1.94308,0.647693,2.59077,1.29539,3.23846,6.47693,7.12462,7.77231
0,0,-0.953394,-0.953394,-2.86018,-0.953394,-3.81358,-1.90679,-4.76697,-9.53394,-10.4873,-11.4407
0,0,0.385777,0.385777,1.15733,0.385777,1.54311,0.771554,1.92888,3.85777,4.24355,4.62932
0,0,-1.17768,-1.17768,-3.53305,-1.17768,-4.71074,-2.35537,-5.88842,-11.7768,-12.9545,-14.1322
0,0,1.16017,1.16017,3.4805,1.16017,4.64067,2.32033,5.80084,11.6017,12.7618,13.922
0,0,-0.41798,-0.41798,-1.25394,-0.41798,-1.67192,-0.835959,-2.0899,-4.1798,-4.59778,-5.01576
0,0,-1.72183,-1.72183,-5.16549,-1.72183,-6.88732,-3.44366,-8.60915,-17.2183,-18.9401,-20.662
0,0,0.395353,0.395353,1.18606,0.395353,1.58141,0.790706,1.97677,3.95353,4.34888,4.74424
0,0,0.942305,0.942305,2.82691,0.942305,3.76922,1.88461,4.71152,9.42305,10.3654,11.3077
0,0,0.0934843,0.0934843,0.280453,0.0934843,0.373937,0.186969,0.467421,0.934843,1.02833,1.12181
0,0,1.27587,1.27587,3.8276,1.27587,5.10346,2.55173,6.37933,12.7587,14.0345,15.3104
0,0,1.59207,1.59207,4.77622,1.59207,6.36829,3.18415,7.96036,15.9207,17.5128,19.1049
0,0,-0.263711,-0.263711,-0.791133,-0.263711,-1.05484,-0.527422,-1.31855,-2.63711,-2.90082,-3.16453
0,0,2.57366,2.57366,7.72098,2.57366,10.2946,5.14732,12.8683,25.7366,28.3103,30.8839
0,0,0.571251,0.571251,1.71375,0.571251,2.285,1.1425,2.85625,5.71251,6.28376,6.85501
0,0,0.121563,0.121563,0.364689,0.121563,0.486252,0.243126,0.607814,1.21563,1.33719,1.45875
0,0,-0.436907,-0.436907,-1.31072,-0.436907,-1.74763,-0.873814,-2.18453,-4.36907,-4.80598,-5.24288
0,0,0.0396856,0.0396856,0.119057,0.0396856,0.158743,0.0793713,0.198428,0.396856,0.436542,0.476228
0,0,0.0180254,0.0180254,0.0540761,0.0180254,0.0721015,0.0360507,0.0901268,0.180254,0.198279,0.216304
0,0,-1.13597,-1.13597,-3.40792,-1.13597,-4.54389,-2.27195,-5.67987,-11.3597,-12.4957,-13.6317
0,0,-0.553473,-0.553473,-1.66042,-0.553473,-2.21389,-1.10695,-2.76737,-5.53473,-6.08821,-6.64168
0,0,-0.0463465,-0.0463465,-0.139039,-0.0463465,-0.185386,-0.0926929,-0.231732,-0.463465,-0.509811,-0.556158
0,0,-0.33078,-0.33078,-0.99234,-0.33078,-1.32312,-0.66156,-1.6539,-3.3078,-3.63858,-3.96936
0,0,0.580625,0.580625,1.74188,0.580625,2.3225,1.16125,2.90313,5.80625,6.38688,6.9675
0,0,-0.289244,-0.289244,-0.867732,-0.289244,-1.15698,-0.578488,-1.44622,-2.89244,-3.18168,-3.47093
0,0,-1.48167,-1.48167,-4.44501,-1.48167,-5.92669,-2.96334,-7.40836,-14.8167,-16.2984,-17.7801
0,0,-0.222289,-0.222289,-0.666867,-0.222289,-0.889157,-0.444578,-1.11145,-2.22289,-2.44518,-2.66747
0,0,0.536818,0.536818,1.61045,0.536818,2.14727,1.07364,2.68409,5.36818,5.90499,6.44181
0,0,2.41375,2.41375,7.24126,2.41375,9.65501,4.8275,12.0688,24.1375,26.5513,28.965
0,0,-0.731516,-0.731516,-2.19455,-0.731516,-2.92607,-1.46303,-3.65758,-7.31516,-8.04668,-8.7782
0,0,-1.04927,-1.04927,-3.14782,-1.04927,-4.1971,-2.09855,-5.24637,-10.4927,-11.542,-12.5913
0,0,-0.69224,-0.69224,-2.07672,-0.69224,-2.76896,-1.38448,-3.4612,-6.9224,-7.61464,-8.30688
0,0,0.638169,0.638169,1.91451,0.638169,2.55268,1.27634,3.19085,6.38169,7.01986,7.65803
0,0,-1.61081,-1.61081,-4.83243,-1.61081,-6.44324,-3.22162,-8.05405,-16.1081,-17.7189,-19.3297
0,0,0.960265,0.960265,2.8808,0.960265,3.84106,1.92053,4.80133,9.60265,10.5629,11.5232
0,0,0.772731,0.772731,2.31819,0.772731,3.09093,1.54546,3.86366,7.72731,8.50004,9.27278
0,0,-0.417474,-0.417474,-1.25242,-0.417474,-1.6699,-0.834949,-2.08737,-4.17474,-4.59222,-5.00969
0,0,0.0538436,0.0538436,0.161531,0.0538436,0.215374,0.107687,0.269218,0.538436,0.592279,0.646123
0,0,-1.12825,-1.12825,-3.38475,-1.12825,-4.513,-2.2565,-5.64124,-11.2825,-12.4107,-13.539
0,0,-0.570387,-0.570387,-1.71116,-0.570387,-2.28155,-1.14077,-2.85193,-5.70387,-6.27425,-6.84464
0,0,-1.73979,-1.73979,-5.21937,-1.73979,-6.95916,-3.47958,-8.69894,-17.3979,-19.1377,-20.8775
0,0,0.195426,0.195426,0.586279,0.195426,0.781706,0.390853,0.977132,1.95426,2.14969,2.34512
0,0,0.133741,0.133741,0.401222,0.133741,0.534963,0.267481,0.668703,1.33741,1.47115,1.60489
0,0,0.648329,0.648329,1.94499,0.648329,2.59332,1.29666,3.24164,6.48329,7.13162,7.77995
0,0,1.67541,1.67541,5.02624,1.67541,6.70165,3.35082,8.37706,16.7541,18.4295,20.1049
0,0,0.915636,0.915636,2.74691,0.915636,3.66254,1.83127,4.57818,9.15636,10.072,10.9876
0,0,0.153542,0.153542,0.460627,0.153542,0.614169,0.307085,0.767712,1.53542,1.68897,1.84251
0,0,-0.637462,-0.637462,-1.91238,-0.637462,-2.54985,-1.27492,-3.18731,-6.37462,-7.01208,-7.64954
0,0,0.299054,0.299054,0.897163,0.299054,1.19622,0.598109,1.49527,2.99054,3.2896,3.58865
0,0,0.329162,0.329162,0.987487,0.329162,1.31665,0.658324,1.64581,3.29162,3.62078,3.94995
0,0,1.1196,1.1196,3.35879,1.1196,4.47839,2.2392,5.59799,11.196,12.3156,13.4352
0,0,0.39738,0.39738,1.19214,0.39738,1.58952,0.794761,1.9869,3.9738,4.37118,4.76856
0,0,-2.05699,-2.05699,-6.17097,-2.05699,-8.22796,-4.11398,-10.2849,-20.5699,-22.6269,-24.6839
0,0,1.11127,1.11127,3.33381,1.11127,4.44508,2.22254,5.55635,11.1127,12.224,13.3352
0,0,1.58103,1.58103,4.74309,1.58103,6.32413,3.16206,7.90516,15.8103,17.3913,18.9724
0,0,0.981387,0.981387,2.94416,0.981387,3.92555,1.96277,4.90694,9.81387,10.7953,11.7766
0,0,-0.458003,-0.458003,-1.37401,-0.458003,-1.83201,-0.916006,-2.29002,-4.58003,-5.03804,-5.49604
0,0,0.919818,0.919818,2.75945,0.919818,3.67927,1.83964,4.59909,9.19818,10.118,11.0378
0,0,0.721188,0.721188,2.16356,0.721188,2.88475,1.44238,3.60594,7.21188,7.93307,8.65426
0,0,-0.822917,-0.822917,-2.46875,-0.822917,-3.29167,-1.64583,-4.11458,-8.22917,-9.05208,-9.875
0,0,0.451578,0.451578,1.35474,0.451578,1.80631,0.903157,2.25789,4.51578,4.96736,5.41894
0,0,1.18399,1.18399,3.55196,1.18399,4.73594,2.36797,5.91993,11.8399,13.0238,14.2078
0,0,-1.21678,-1.21678,-3.65034,-1.21678,-4.86712,-2.43356,-6.0839,-12.1678,-13.3846,-14.6014
0,0,0.0752052,0.0752052,0.225616,0.0752052,0.300821,0.15041,0.376026,0.752052,0.827258,0.902463
0,0,-1.2892,-1.2892,-3.86761,-1.2892,-5.15682,-2.57841,-6.44602,-12.892,-14.1813,-15.4705
0,0,1.47715,1.47715,4.43144,1.47715,5.90858,2.95429,7.38573,14.7715,16.2486,17.7257
0,0,0.24527,0.24527,0.735809,0.24527,0.981079,0.490539,1.22635,2.4527,2.69797,2.94324
0,0,-0.719668,-0.719668,-2.159,-0.719668,-2.87867,-1.43934,-3.59834,-7.19668,-7.91635,-8.63602
0,0,1.46956,1.46956,4.40869,1.46956,5.87826,2.93913,7.34782,14.6956,16.1652,17.6348
0,0,1.28668,1.28668,3.86003,1.28668,5.14671,2.57335,6.43338,12.8668,14.1534,15.4401
0,0,-0.407947,-0.407947,-1.22384,-0.407947,-1.63179,-0.815894,-2.03973,-4.07947,-4.48742,-4.89536
0,0,2.7109,2.7109,8.13271,2.7109,10.8436,5.42181,13.5545,27.109,29.8199,32.5308
0,0,-0.443366,-0.443366,-1.3301,-0.443366,-1.77346,-0.886732,-2.21683,-4.43366,-4.87703,-5.32039
0,0,-1.6336,-1.6336,-4.9008,-1.6336,-6.5344,-3.2672,-8.168,-16.336,-17.9696,-19.6032
0,0,-0.139241,-0.139241,-0.417724,-0.139241,-0.556965,-0.278483,-0.696207,-1.39241,-1.53165,-1.6709
0,0,-0.268718,-0.268718,-0.806153,-0.268718,-1.07487,-0.537435,-1.34359,-2.68718,-2.9559,-3.22461
0,0,0.426986,0.426986,1.28096,0.426986,1.70794,0.853971,2.13493,4.26986,4.69684,5.12383
0,0,0.131291,0.131291,0.393872,0.131291,0.525163,0.262581,0.656453,1.31291,1.4442,1.57549
0,0,-0.175497,-0.175497,-0.526491,-0.175497,-0.701988,-0.350994,-0.877485,-1.75497,-1.93047,-2.10596
0,0,-0.283593,-0.283593,-0.850778,-0.283593,-1.13437,-0.567185,-1.41796,-2.83593,-3.11952,-3.40311
0,0,-0.166097,-0.166097,-0.498292,-0.166097,-0.66439,-0.332195,-0.830487,-1.66097,-1.82707,-1.99317
0,0,1.16664,1.16664,3.49992,1.16664,4.66656,2.33328,5.8332,11.6664,12.833,13.9997
0,0,-0.0490754,-0.0490754,-0.147226,-0.0490754,-0.196302,-0.0981509,-0.245377,-0.490754,-0.53983,-0.588905
0,0,-1.16458,-1.16458,-3.49373,-1.16458,-4.6583,-2.32915,-5.82288,-11.6458,-12.8103,-13.9749
0,0,-0.589553,-0.589553,-1.76866,-0.589553,-2.35821,-1.17911,-2.94776,-5.89553,-6.48508,-7.07463
0,0,-0.887647,-0.887647,-2.66294,-0.887647,-3.55059,-1.77529,-4.43823,-8.87647,-9.76411,-10.6518
0,0,0.542403,0.542403,1.62721,0.542403,2.16961,1.08481,2.71201,5.42403,5.96643,6.50883
0,0,0.145816,0.145816,0.437447,0.145816,0.583263,0.291631,0.729078,1.45816,1.60397,1.74979
0,0,-1.11265,-1.11265,-3.33796,-1.11265,-4.45061,-2.22531,-5.56326,-11.1265,-12.2392,-13.3518
0,0,0.642283,0.642283,1.92685,0.642283,2.56913,1.28457,3.21141,6.42283,7.06511,7.7074
0,0,-1.29455,-1.29455,-3.88365,-1.29455,-5.1782,-2.5891,-6.47274,-12.9455,-14.24,-15.5346
0,0,-0.49265,-0.49265,-1.47795,-0.49265,-1.9706,-0.9853,-2.46325,-4.9265,-5.41915,-5.9118
0,0,0.850316,0.850316,2.55095,0.850316,3.40126,1.70063,4.25158,8.50316,9.35347,10.2038
0,0,-0.600997,-0.600997,-1.80299,-0.600997,-2.40399,-1.20199,-3.00499,-6.00997,-6.61097,-7.21197
0,0,0.194631,0.194631,0.583893,0.194631,0.778524,0.389262,0.973155,1.94631,2.14094,2.33557
0,0,0.0151249,0.0151249,0.0453748,0.0151249,0.0604997,0.0302499,0.0756247,0.151249,0.166374,0.181499
0,0,1.63054,1.63054,4.89162,1.63054,6.52217,3.26108,8.15271,16.3054,17.936,19.5665
0,0,-0.777282,-0.777282,-2.33185,-0.777282,-3.10913,-1.55456,-3.88641,-7.77282,-8.5501,-9.32738
0,0,1.01042,1.01042,3.03125,1.01042,4.04167,2.02083,5.05208,10.1042,11.1146,12.125
0,0,-1.50287,-1.50287,-4.50862,-1.50287,-6.01149,-3.00575,-7.51436,-15.0287,-16.5316,-18.0345
0,0,-1.25862,-1.25862,-3.77586,-1.25862,-5.03448,-2.51724,-6.2931,-12.5862,-13.8448,-15.1034
0,0,-0.298246,-0.298246,-0.894739,-0.298246,-1.19299,-0.596493,-1.49123,-2.98246,-3.28071,-3.57896
0,0,-0.802763,-0.802763,-2.40829,-0.802763,-3.21105,-1.60553,-4.01382,-8.02763,-8.8304,-9.63316
0,0,-2.44552,-2.44552,-7.33657,-2.44552,-9.7821,-4.89105,-12.2276,-24.4552,-26.9008,-29.3463
0,0,1.36408,1.36408,4.09223,1.36408,5.45631,2.72816,6.82039,13.6408,15.0049,16.3689
0,0,-0.0637393,-0.0637393,-0.191218,-0.0637393,-0.254957,-0.127479,-0.318697,-0.637393,-0.701133,-0.764872
0,0,1.03183,1.03183,3.0955,1.03183,4.12733,2.06367,5.15916,10.3183,11.3502,12.382
0,0,-1.08389,-1.08389,-3.25166,-1.08389,-4.33555,-2.16777,-5.41944,-10.8389,-11.9228,-13.0066
0,0,-2.07541,-2.07541,-6.22622,-2.07541,-8.30163,-4.15081,-10.377,-20.7541,-22.8295,-24.9049
0,0,-0.597083,-0.597083,-1.79125,-0.597083,-2.38833,-1.19417,-2.98541,-5.97083,-6.56791,-7.16499
0,0,-0.334239,-0.334239,-1.00272,-0.334239,-1.33696,-0.668479,-1.6712,-3.34239,-3.67663,-4.01087
0,0,0.969658,0.969658,2.90897,0.969658,3.87863,1.93932,4.84829,9.69658,10.6662,11.6359
0,0,0.594559,0.594559,1.78368,0.594559,2.37824,1.18912,2.9728,5.94559,6.54015,7.13471
0,0,0.984486,0.984486,2.95346,0.984486,3.93794,1.96897,4.92243,9.84486,10.8293,11.8138
0,0,-0.727463,-0.727463,-2.18239,-0.727463,-2.90985,-1.45493,-3.63731,-7.27463,-8.00209,-8.72955
0,0,0.633073,0.633073,1.89922,0.633073,2.53229,1.26615,3.16537,6.33073,6.9638,7.59688
0,0,-0.290502,-0.290502,-0.871507,-0.290502,-1.16201,-0.581005,-1.45251,-2.90502,-3.19552,-3.48603
0,0,0.591653,0.591653,1.77496,0.591653,2.36661,1.18331,2.95827,5.91653,6.50818,7.09984
0,0,0.52697,0.52697,1.58091,0.52697,2.10788,1.05394,2.63485,5.2697,5.79667,6.32364
0,0,1.05847,1.05847,3.1754,1.05847,4.23386,2.11693,5.29233,10.5847,11.6431,12.7016
0,0,0.844089,0.844089,2.53227,0.844089,3.37636,1.68818,4.22045,8.44089,9.28498,10.1291
0,0,0.403271,0.403271,1.20981,0.403271,1.61308,0.806541,2.01635,4.03271,4.43598,4.83925
0,0,0.443338,0.443338,1.33002,0.443338,1.77335,0.886677,2.21669,4.43338,4.87672,5.32006
0,0,0.886809,0.886809,2.66043,0.886809,3.54723,1.77362,4.43404,8.86809,9.7549,10.6417
0,0,0.80533,0.80533,2.41599,0.80533,3.22132,1.61066,4.02665,8.0533,8.85863,9.66396
0,0,-1.75627,-1.75627,-5.2688,-1.75627,-7.02507,-3.51253,-8.78133,-17.5627,-19.3189,-21.0752
0,0,-1.4111,-1.4111,-4.23329,-1.4111,-5.64438,-2.82219,-7.05548,-14.111,-15.5221,-16.9332
0,0,-1.4792,-1.4792,-4.43759,-1.4792,-5.91679,-2.95839,-7.39598,-14.792,-16.2712,-17.7504
0,0,2.40349,2.40349,7.21047,2.40349,9.61396,4.80698,12.0175,24.0349,26.4384,28.8419
0,0,0.516554,0.516554,1.54966,0.516554,2.06622,1.03311,2.58277,5.16554,5.6821,6.19865
0,0,0.841562,0.841562,2.52469,0.841562,3.36625,1.68312,4.20781,8.41562,9.25719,10.0987
0,0,-1.2179,-1.2179,-3.6537,-1.2179,-4.8716,-2.4358,-6.08949,-12.179,-13.3969,-14.6148
0,0,1.07274,1.07274,3.21821,1.07274,4.29095,2.14547,5.36368,10.7274,11.8001,12.8728
0,0,0.520743,0.520743,1.56223,0.520743,2.08297,1.04149,2.60371,5.20743,5.72817,6.24891
0,0,0.0343536,0.0343536,0.103061,0.0343536,0.137414,0.0687072,0.171768,0.343536,0.377889,0.412243
0,0,0.709109,0.709109,2.12733,0.709109,2.83644,1.41822,3.54555,7.09109,7.8002,8.50931
0,0,0.183725,0.183725,0.551175,0.183725,0.7349,0.36745,0.918625,1.83725,2.02098,2.2047
0,0,-0.503644,-0.503644,-1.51093,-0.503644,-2.01458,-1.00729,-2.51822,-5.03644,-5.54009,-6.04373
0,0,1.95826,1.95826,5.87479,1.95826,7.83306,3.91653,9.79132,19.5826,21.5409,23.4992
0,0,0.929613,0.929613,2.78884,0.929613,3.71845,1.85923,4.64807,9.29613,10.2257,11.1554
0,0,-0.458581,-0.458581,-1.37574,-0.458581,-1.83432,-0.917162,-2.2929,-4.58581,-5.04439,-5.50297
0,0,1.72207,1.72207,5.1662,1.72207,6.88826,3.44413,8.61033,17.2207,18.9427,20.6648
0,0,1.30544,1.30544,3.91633,1.30544,5.22178,2.61089,6.52722,13.0544,14.3599,15.6653
0,0,0.259642,0.259642,0.778925,0.259642,1.03857,0.519283,1.29821,2.59642,2.85606,3.1157
0,0,-0.849078,-0.849078,-2.54723,-0.849078,-3.39631,-1.69816,-4.24539,-8.49078,-9.33986,-10.1889
0,0,0.0520992,0.0520992,0.156298,0.0520992,0.208397,0.104198,0.260496,0.520992,0.573092,0.625191
0,0,-0.370298,-0.370298,-1.11089,-0.370298,-1.48119,-0.740595,-1.85149,-3.70298,-4.07327,-4.44357
0,0,0.402484,0.402484,1.20745,0.402484,1.60993,0.804967,2.01242,4.02484,4.42732,4.8298
0,0,-0.407859,-0.407859,-1.22358,-0.407859,-1.63144,-0.815719,-2.0393,-4.07859,-4.48645,-4.89431
0,0,3.34281,3.34281,10.0284,3.34281,13.3712,6.68561,16.714,33.4281,36.7709,40.1137
0,0,0.990252,0.990252,2.97076,0.990252,3.96101,1.9805,4.95126,9.90252,10.8928,11.883
0,0,0.271852,0.271852,0.815555,0.271852,1.08741,0.543703,1.35926,2.71852,2.99037,3.26222
0,0,-0.411872,-0.411872,-1.23562,-0.411872,-1.64749,-0.823745,-2.05936,-4.11872,-4.5306,-4.94247
0,0,-2.58361,-2.58361,-7.75082,-2.58361,-10.3344,-5.16721,-12.918,-25.8361,-28.4197,-31.0033
0,0,-1.61436,-1.61436,-4.84308,-1.61436,-6.45744,-3.22872,-8.0718,-16.1436,-17.758,-19.3723
0,0,-1.90338,-1.90338,-5.71015,-1.90338,-7.61354,-3.80677,-9.51692,-19.0338,-20.9372,-22.8406
0,0,0.083182,0.083182,0.249546,0.083182,0.332728,0.166364,0.41591,0.83182,0.915002,0.998184
0,0,2.25252,2.25252,6.75755,2.25252,9.01007,4.50504,11.2626,22.5252,24.7777,27.0302
0,0,0.00480964,0.00480964,0.0144289,0.00480964,0.0192386,0.00961928,0.0240482,0.0480964,0.052906,0.0577157
0,0,-1.09052,-1.09052,-3.27157,-1.09052,-4.36209,-2.18104,-5.45261,-10.9052,-11.9957,-13.0863
0,0,-0.923287,-0.923287,-2.76986,-0.923287,-3.69315,-1.84657,-4.61643,-9.23287,-10.1562,-11.0794
0,0,1.16896,1.16896,3.50689,1.16896,4.67585,2.33793,5.84482,11.6896,12.8586,14.0276
0,0,-1.11453,-1.11453,-3.3436,-1.11453,-4.45814,-2.22907,-5.57267,-11.1453,-12.2599,-13.3744
0,0,-0.302802,-0.302802,-0.908407,-0.302802,-1.21121,-0.605605,-1.51401,-3.02802,-3.33083,-3.63363
0,0,-2.09553,-2.09553,-6.28658,-2.09553,-8.38211,-4.19105,-10.4776,-20.9553,-23.0508,-25.1463
0,0,0.422976,0.422976,1.26893,0.422976,1.6919,0.845951,2.11488,4.22976,4.65273,5.07571
0,0,0.580127,0.580127,1.74038,0.580127,2.32051,1.16025,2.90063,5.80127,6.38139,6.96152
0,0,0.0431942,0.0431942,0.129583,0.0431942,0.172777,0.0863884,0.215971,0.431942,0.475136,0.518331
0,0,-1.01273,-1.01273,-3.03819,-1.01273,-4.05091,-2.02546,-5.06364,-10.1273,-11.14,-12.1527
0,0,-0.59453,-0.59453,-1.78359,-0.59453,-2.37812,-1.18906,-2.97265,-5.9453,-6.53983,-7.13436
0,0,-0.426194,-0.426194,-1.27858,-0.426194,-1.70478,-0.852388,-2.13097,-4.26194,-4.68813,-5.11433
0,0,-0.97384,-0.97384,-2.92152,-0.97384,-3.89536,-1.94768,-4.8692,-9.7384,-10.7122,-11.6861
0,0,0.129733,0.129733,0.389199,0.129733,0.518932,0.259466,0.648665,1.29733,1.42706,1.5568
0,0,-1.88567,-1.88567,-5.65702,-1.88567,-7.5427,-3.77135,-9.42837,-18.8567,-20.7424,-22.6281
0,0,1.99082,1.99082,5.97247,1.99082,7.9633,3.98165,9.95412,19.9082,21.8991,23.8899
0,0,0.486805,0.486805,1.46041,0.486805,1.94722,0.973609,2.43402,4.86805,5.35485,5.84166
0,0,1.04596,1.04596,3.13787,1.04596,4.18382,2.09191,5.22978,10.4596,11.5055,12.5515
0,0,-1.56684,-1.56684,-4.70051,-1.56684,-6.26735,-3.13367,-7.83419,-15.6684,-17.2352,-18.802
0,0,1.27001,1.27001,3.81004,1.27001,5.08005,2.54003,6.35006,12.7001,13.9701,15.2402
0,0,-0.137082,-0.137082,-0.411247,-0.137082,-0.54833,-0.274165,-0.685412,-1.37082,-1.50791,-1.64499
0,0,-0.11421,-0.11421,-0.342631,-0.11421,-0.456841,-0.22842,-0.571051,-1.1421,-1.25631,-1.37052
0,0,-2.28675,-2.28675,-6.86025,-2.28675,-9.147,-4.5735,-11.4338,-22.8675,-25.1543,-27.441
0,0,-1.2289,-1.2289,-3.68671,-1.2289,-4.91561,-2.4578,-6.14451,-12.289,-13.5179,-14.7468
0,0,-0.642732,-0.642732,-1.9282,-0.642732,-2.57093,-1.28546,-3.21366,-6.42732,-7.07006,-7.71279
0,0,-1.63242,-1.63242,-4.89725,-1.63242,-6.52967,-3.26484,-8.16209,-16.3242,-17.9566,-19.589
0,0,-0.911631,-0.911631,-2.73489,-0.911631,-3.64652,-1.82326,-4.55815,-9.11631,-10.0279,-10.9396
0,0,0.811411,0.811411,2.43423,0.811411,3.24564,1.62282,4.05705,8.11411,8.92552,9.73693
0,0,-0.470713,-0.470713,-1.41214,-0.470713,-1.88285,-0.941427,-2.35357,-4.70713,-5.17785,-5.64856
0,0,-0.0651122,-0.0651122,-0.195337,-0.0651122,-0.260449,-0.130224,-0.325561,-0.651122,-0.716234,-0.781346
0,0,0.00802867,0.00802867,0.024086,0.00802867,0.0321147,0.0160573,0.0401434,0.0802867,0.0883154,0.0963441
0,0,-0.0670787,-0.0670787,-0.201236,-0.0670787,-0.268315,-0.134157,-0.335394,-0.670787,-0.737866,-0.804945
0,0,-0.614692,-0.614692,-1.84408,-0.614692,-2.45877,-1.22938,-3.07346,-6.14692,-6.76161,-7.37631
0,0,0.423879,0.423879,1.27164,0.423879,1.69551,0.847757,2.11939,4.23879,4.66266,5.08654
0,0,0.98554,0.98554,2.95662,0.98554,3.94216,1.97108,4.9277,9.8554,10.8409,11.8265
0,0,-2.52718,-2.52718,-7.58154,-2.52718,-10.1087,-5.05436,-12.6359,-25.2718,-27.799,-30.3262
0,0,-0.306992,-0.306992,-0.920976,-0.306992,-1.22797,-0.613984,-1.53496,-3.06992,-3.37691,-3.6839
0,0,0.650869,0.650869,1.95261,0.650869,2.60348,1.30174,3.25435,6.50869,7.15956,7.81043
0,0,0.33371,0.33371,1.00113,0.33371,1.33484,0.667419,1.66855,3.3371,3.67081,4.00452
0,0,3.13653,3.13653,9.40958,3.13653,12.5461,6.27306,15.6826,31.3653,34.5018,37.6383
0,0,0.184618,0.184618,0.553853,0.184618,0.73847,0.369235,0.923088,1.84618,2.03079,2.21541
0,0,-0.707935,-0.707935,-2.1238,-0.707935,-2.83174,-1.41587,-3.53967,-7.07935,-7.78728,-8.49522
0,0,0.919127,0.919127,2.75738,0.919127,3.67651,1.83825,4.59564,9.19127,10.1104,11.0295
0,0,0.735823,0.735823,2.20747,0.735823,2.94329,1.47165,3.67911,7.35823,8.09405,8.82987
0,0,0.881584,0.881584,2.64475,0.881584,3.52634,1.76317,4.40792,8.81584,9.69743,10.579
0,0,-0.432172,-0.432172,-1.29651,-0.432172,-1.72869,-0.864343,-2.16086,-4.32172,-4.75389,-5.18606
0,0,-0.196674,-0.196674,-0.590021,-0.196674,-0.786694,-0.393347,-0.983368,-1.96674,-2.16341,-2.36008
0,0,-0.785988,-0.785988,-2.35796,-0.785988,-3.14395,-1.57198,-3.92994,-7.85988,-8.64587,-9.43185
0,0,-0.00663052,-0.00663052,-0.0198916,-0.00663052,-0.0265221,-0.013261,-0.0331526,-0.0663052,-0.0729357,-0.0795663
0,0,0.152702,0.152702,0.458105,0.152702,0.610807,0.305403,0.763509,1.52702,1.67972,1.83242
0,0,-0.0865508,-0.0865508,-0.259652,-0.0865508,-0.346203,-0.173102,-0.432754,-0.865508,-0.952058,-1.03861
0,0,-0.425548,-0.425548,-1.27664,-0.425548,-1.70219,-0.851096,-2.12774,-4.25548,-4.68103,-5.10657
