# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tuples_model
# start_datetime = 2023-11-21 14:31:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4185176054 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_tuple_data/../../data/tuples/tuples_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,bar:1,bar:2,bar2:1,bar2:2:1,bar2:2:2,bar3:1,bar3:2:1,bar3:2:2:1,bar3:2:2:2
# Adaptation terminated
# Step size = 0.670373
# Diagonal elements of inverse mass matrix:
# 0.875356, 0.945986, 0.917759, 1.02649, 1.13411, 1.06321, 0.769443, 1.07719, 1.06514, 0.944868, 0.824269, 0.904725, 1.1019, 0.967754, 1.01198, 0.961311
-9.84726,0.722017,0.670373,3,7,0,18.7304,-1.93253,1.1683,-0.796554,-2.11918,-0.250198,0.837222,1.00446,-0.0149906,-1.39789,0.494812,0.487101,1.27407,1.81498,-0.00171783,-0.554455,0.189069
-9.39395,0.963652,0.670373,3,7,0,15.4993,1.6099,-0.144966,-0.396127,3.31513,1.20187,-0.76558,-0.691551,0.245163,0.945685,-0.0616702,-0.107672,-0.664909,-0.803043,-0.515803,-0.0890129,-0.434103
-11.3187,0.921386,0.670373,3,7,0,19.5278,0.853032,0.220575,1.54844,1.70954,-0.353665,-2.18859,-0.954772,-1.22164,-0.867663,-0.509329,-0.467747,0.949545,0.248429,2.63394,0.235491,0.185224
-6.73588,0.988973,0.670373,3,7,0,17.0651,-0.418789,1.02128,-0.234428,-1.1862,-0.677448,0.0296223,0.560118,1.29158,0.995329,0.670476,-0.0610988,0.467125,1.0216,-2.36907,0.140067,-0.107954
-7.26569,0.814016,0.670373,3,7,0,16.7828,0.411561,-0.940341,-0.012639,1.58804,0.989155,-0.837279,-0.481176,-0.815139,-0.793495,-0.674051,0.0704661,-0.767041,-0.656262,2.48285,-0.273114,0.182088
-8.9439,0.884597,0.670373,3,7,0,14.567,-0.951836,-1.15684,1.82935,1.49191,1.41466,-1.51253,-0.378789,-0.801432,-0.817126,-0.281918,0.672765,-0.482528,-0.150576,0.688659,0.986909,-1.44669
-7.09328,1,0.670373,3,7,0,13.7347,0.624314,-0.421801,-0.145976,-0.895448,-1.19684,1.11495,-1.38642,1.27771,0.766139,-0.122871,-1.99877,-0.701901,-0.356575,-0.371449,0.384543,1.03087
-7.6329,0.913354,0.670373,3,7,0,13.8894,-0.14217,0.736827,-0.424958,0.944827,0.624877,-0.844177,1.13737,-1.04853,-1.10439,-0.0951045,2.65871,1.05081,0.261082,0.313115,-0.207892,-0.722597
-8.15957,0.964008,0.670373,3,7,0,12.2372,0.173752,-0.855827,0.337139,-0.796945,-1.16579,0.999227,-0.954854,1.22447,0.76387,0.0827348,-2.64767,-1.01274,-0.8595,-0.4266,0.504646,0.487418
-12.2201,0.825182,0.670373,3,7,0,18.2279,0.81149,0.553166,-0.0961021,0.195215,-0.0120735,-2.16649,1.31274,-1.95268,0.240781,0.55178,2.31071,-0.0271533,-0.632458,0.983831,-2.45651,0.30545
-6.90572,0.995673,0.670373,3,7,0,17.1589,0.884594,-0.382216,-1.55346,0.0373587,-1.16646,-0.773406,-0.984428,-0.219091,1.61163,-0.109696,-1.09138,0.651959,-0.800631,-1.20391,1.02098,-0.36604
-6.84879,0.957661,0.670373,3,7,0,13.6077,-1.14407,0.729026,2.24337,0.0322722,0.75363,0.613005,0.533373,0.201811,-1.51393,-0.162236,-0.243748,-0.391848,1.08094,1.26429,-0.383883,0.330191
-7.01266,0.900961,0.670373,3,7,0,14.3571,0.74406,-0.696611,-1.21319,-0.156094,-0.63175,-0.647788,0.0702239,-0.354007,1.83711,-0.0429986,0.221025,0.544403,-0.69212,-2.19655,0.397353,-1.1651
-10.3676,0.83894,0.670373,3,7,0,14.7412,-1.02052,0.406583,1.31828,0.165251,1.93403,-0.334355,-0.843941,-1.33334,-1.75708,0.771253,1.26226,0.311046,0.701479,2.35575,0.0845351,0.00661289
-12.0423,0.972213,0.670373,3,7,0,17.978,1.43431,0.286495,-0.913835,0.024359,-2.25478,0.242916,1.92699,0.762984,1.97639,-0.289176,-1.13833,-0.419651,-0.902179,-2.27261,-0.257388,-0.405707
-6.05217,0.98018,0.670373,3,7,0,16.6631,-0.136308,-0.47087,0.089648,0.140855,1.53075,-0.0204159,-0.935059,-0.276392,-1.27718,1.01819,1.18728,-0.130218,0.399206,1.45376,1.25412,0.775701
-9.4176,0.835288,0.670373,3,7,0,13.6947,-7.08776e-05,-1.78483,-0.33845,-0.629911,-1.94704,1.38608,-0.711836,-1.05853,0.851287,-1.4377,-0.233133,0.956228,-0.364156,-0.929807,-1.30101,-1.16134
-3.5415,0.997724,0.670373,3,7,0,12.2769,0.0620686,-0.704803,-0.928973,-0.0906248,-0.191955,-0.16172,0.510232,-1.73234,0.605164,0.663451,-0.720021,-0.951138,0.286392,-0.0784507,0.207514,-0.161693
-4.68124,0.843836,0.670373,3,7,0,9.91694,-0.0769186,0.942057,0.777483,0.367741,0.126095,-0.151988,-0.437285,2.007,-0.720931,-0.772472,0.635294,1.09673,-0.85005,-0.0311195,-0.0669998,0.142178
-7.07175,0.843424,0.670373,3,7,0,11.505,-1.13942,-1.14702,-0.0383424,-0.124123,0.587921,0.195092,0.830374,-1.99555,2.15057,-0.187237,-0.608423,-0.559857,0.135074,0.651424,0.670335,0.470819
-6.47822,0.969183,0.670373,3,7,0,13.354,1.48225,-1.05302,0.860747,1.03479,-0.447975,-0.669827,-0.636649,-0.0226807,0.254045,0.136039,-0.906867,0.599213,0.105263,0.586382,0.690082,2.16518
-6.76156,0.748754,0.670373,3,7,0,16.3224,0.374634,-0.222553,-0.383017,-1.15381,-0.82402,0.733076,1.08158,-0.0503764,-0.689468,0.318876,-0.428039,1.31713,0.216375,1.94284,-1.11029,1.38464
-4.48996,0.899017,0.670373,3,7,0,13.1434,0.0100597,0.214759,0.796773,0.995725,1.12805,-0.375297,-1.17057,-0.163449,0.68039,-0.296501,-0.40624,-0.949678,-0.713213,-0.92866,0.740458,-0.979787
-8.12768,0.804475,0.670373,3,7,0,12.6283,0.347253,0.0592594,1.06513,-0.647909,-0.523087,2.29689,1.11859,-0.488293,0.0585567,1.12128,0.519412,1.33185,-0.0381573,1.72833,-0.138385,1.10723
-10.4099,0.910937,0.670373,3,7,0,17.7644,2.92167,-0.0902447,0.137292,0.762812,0.591933,-2.15917,-0.800386,0.837818,0.461795,0.426469,-0.256959,0.874944,0.344014,-1.46194,-1.18237,0.662889
-3.1289,1,0.670373,2,3,0,11.2633,1.25679,0.220329,0.364493,-0.466525,0.499456,-1.04932,-0.630338,0.663537,-0.15739,-0.0526235,-0.895711,-0.502096,-0.0560663,-0.877138,-0.476007,0.100218
-2.46867,0.855551,0.670373,3,7,0,8.27353,-1.22303,-0.315218,-0.138528,0.640043,-0.340187,0.686625,0.507795,-0.295419,-0.153448,0.0778055,0.867335,0.457459,0.733764,0.537654,0.388305,-0.107779
-3.73505,0.646446,0.670373,3,7,0,13.1256,1.2986,0.162497,-0.133743,-0.363735,1.32494,-0.607127,-0.902222,0.0389046,-0.0590316,0.0212372,-0.891185,-0.497574,-0.776684,-0.822836,-0.584418,0.00157791
-2.33703,0.837004,0.670373,3,7,0,9.20599,-0.600695,0.533436,0.308302,0.120943,-1.00068,1.14285,-0.163501,0.0230367,-0.189238,0.118841,0.109153,0.494041,0.90848,0.394674,0.527913,-0.136185
