# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tuples_model
# start_datetime = 2023-11-21 14:19:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4184455557 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_tuple_data/../../data/tuples/tuples_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,bar:1,bar:2,bar2:1,bar2:2:1,bar2:2:2,bar3:1,bar3:2:1,bar3:2:2:1,bar3:2:2:2
# Adaptation terminated
# Step size = 0.68138
# Diagonal elements of inverse mass matrix:
# 0.750086, 0.93068, 1.06213, 1.07614, 1.09248, 0.914168, 0.937546, 1.03719, 0.983253, 0.930966, 0.825762, 0.817155, 0.940923, 1.02179, 0.951077, 1.08579
-5.44062,0.65572,0.68138,3,7,0,15.4717,0.893608,-0.868882,0.463336,-0.513879,-0.629119,1.19798,0.989357,0.766711,-1.0993,-0.286824,-0.999979,-0.885368,1.03529,0.766123,0.524783,0.665311
-8.19786,0.845053,0.68138,3,7,0,12.4046,-0.0704988,1.96801,-1.62943,0.445138,0.271056,0.585329,-1.63869,-0.0404003,0.0986534,-0.913483,-0.380514,1.25264,-1.62402,-0.180118,-0.381225,-1.09003
-7.4183,1,0.68138,3,7,0,13.1276,0.152034,-1.80966,1.01765,-0.445938,-0.0174224,-0.507042,1.8832,0.217067,0.100053,0.814888,0.376175,-1.24962,1.87292,0.585033,0.455255,0.136818
-10.4051,0.782961,0.68138,3,7,0,17.2128,0.068665,1.59379,-0.740199,1.3664,0.848451,-0.066276,-0.675442,-1.39098,1.33896,-1.98596,-1.17632,0.731151,0.297677,-0.817426,0.308252,-2.05624
-11.0609,0.988462,0.68138,3,7,0,14.6243,0.319159,-1.65969,1.04753,-1.57092,-1.07827,-0.491498,0.316971,0.986269,-1.57839,2.06732,0.69047,-0.883156,-0.18202,0.838611,-0.342746,2.08495
-4.90048,1,0.68138,3,7,0,14.3064,-1.15828,0.971511,-0.216068,0.41012,-0.550897,-0.229649,-0.0627803,0.529937,0.565717,-2.09272,-0.699424,0.752099,-0.155615,-0.305253,0.84039,-0.285658
