# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = brian_tuples_model
# start_datetime = 2023-11-21 14:19:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4184457688 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_brian_tuple_data/../../data/brian_tuples/brian_tuples_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,base,base_i,pair:1,pair:2,nested:1,nested:2:1,nested:2:2.real,nested:2:2.imag,arr_pair.1:1,arr_pair.1:2,arr_pair.2:1,arr_pair.2:2,arr_very_nested.1:1:1,arr_very_nested.1:1:2:1,arr_very_nested.1:1:2:2.real,arr_very_nested.1:1:2:2.imag,arr_very_nested.1:2,arr_very_nested.2:1:1,arr_very_nested.2:1:2:1,arr_very_nested.2:1:2:2.real,arr_very_nested.2:1:2:2.imag,arr_very_nested.2:2,arr_very_nested.3:1:1,arr_very_nested.3:1:2:1,arr_very_nested.3:1:2:2.real,arr_very_nested.3:1:2:2.imag,arr_very_nested.3:2,arr_2d_pair.1.1:1,arr_2d_pair.1.1:2,arr_2d_pair.2.1:1,arr_2d_pair.2.1:2,arr_2d_pair.3.1:1,arr_2d_pair.3.1:2,arr_2d_pair.1.2:1,arr_2d_pair.1.2:2,arr_2d_pair.2.2:1,arr_2d_pair.2.2:2,arr_2d_pair.3.2:1,arr_2d_pair.3.2:2
0,0,0.143303,2,0.143303,0.286606,0.429909,2,0,0.573212,0.143303,0.286606,0.716515,0.859818,0.429909,2,0,0.573212,1.00312,1.14642,4,0,1.28973,1.43303,0.429909,2,0,0.573212,1.57633,1.71964,1.86294,2.29285,2.43615,2.86606,3.00936,2.00624,2.14955,2.57945,2.72276,3.15267,3.29597
0,0,-0.348975,16,-0.348975,-0.697951,-1.04693,16,-0,-1.3959,-0.348975,-0.697951,-1.74488,-2.09385,-1.04693,16,-0,-1.3959,-2.44283,-2.7918,32,-0,-3.14078,-3.48975,-1.04693,16,-0,-1.3959,-3.83873,-4.1877,-4.53668,-5.58361,-5.93258,-6.97951,-7.32848,-4.88566,-5.23463,-6.28156,-6.63053,-7.67746,-8.02643
0,0,0.721773,8,0.721773,1.44355,2.16532,8,0,2.88709,0.721773,1.44355,3.60887,4.33064,2.16532,8,0,2.88709,5.05241,5.77419,16,0,6.49596,7.21773,2.16532,8,0,2.88709,7.93951,8.66128,9.38305,11.5484,12.2701,14.4355,15.1572,10.1048,10.8266,12.9919,13.7137,15.879,16.6008
0,0,1.68364,4,1.68364,3.36727,5.05091,4,0,6.73455,1.68364,3.36727,8.41818,10.1018,5.05091,4,0,6.73455,11.7855,13.4691,8,0,15.1527,16.8364,5.05091,4,0,6.73455,18.52,20.2036,21.8873,26.9382,28.6218,33.6727,35.3564,23.5709,25.2546,30.3055,31.9891,37.04,38.7236
0,0,-0.607546,17,-0.607546,-1.21509,-1.82264,17,-0,-2.43018,-0.607546,-1.21509,-3.03773,-3.64527,-1.82264,17,-0,-2.43018,-4.25282,-4.86037,34,-0,-5.46791,-6.07546,-1.82264,17,-0,-2.43018,-6.683,-7.29055,-7.89809,-9.72073,-10.3283,-12.1509,-12.7585,-8.50564,-9.11319,-10.9358,-11.5434,-13.366,-13.9736
0,0,0.0893007,-11,0.0893007,0.178601,0.267902,-11,0,0.357203,0.0893007,0.178601,0.446503,0.535804,0.267902,-11,0,0.357203,0.625105,0.714405,-22,0,0.803706,0.893007,0.267902,-11,0,0.357203,0.982307,1.07161,1.16091,1.42881,1.51811,1.78601,1.87531,1.25021,1.33951,1.60741,1.69671,1.96461,2.05391
0,0,1.25639,7,1.25639,2.51277,3.76916,7,0,5.02555,1.25639,2.51277,6.28193,7.53832,3.76916,7,0,5.02555,8.7947,10.0511,14,0,11.3075,12.5639,3.76916,7,0,5.02555,13.8202,15.0766,16.333,20.1022,21.3586,25.1277,26.3841,17.5894,18.8458,22.615,23.8713,27.6405,28.8969
0,0,-1.4796,12,-1.4796,-2.9592,-4.43881,12,-0,-5.91841,-1.4796,-2.9592,-7.39801,-8.87761,-4.43881,12,-0,-5.91841,-10.3572,-11.8368,24,-0,-13.3164,-14.796,-4.43881,12,-0,-5.91841,-16.2756,-17.7552,-19.2348,-23.6736,-25.1532,-29.592,-31.0716,-20.7144,-22.194,-26.6328,-28.1124,-32.5512,-34.0308
0,0,-1.17087,21,-1.17087,-2.34173,-3.5126,21,-0,-4.68346,-1.17087,-2.34173,-5.85433,-7.02519,-3.5126,21,-0,-4.68346,-8.19606,-9.36692,42,-0,-10.5378,-11.7087,-3.5126,21,-0,-4.68346,-12.8795,-14.0504,-15.2212,-18.7338,-19.9047,-23.4173,-24.5882,-16.3921,-17.563,-21.0756,-22.2464,-25.759,-26.9299
0,0,-1.40333,7,-1.40333,-2.80667,-4.21,7,-0,-5.61333,-1.40333,-2.80667,-7.01667,-8.42,-4.21,7,-0,-5.61333,-9.82333,-11.2267,14,-0,-12.63,-14.0333,-4.21,7,-0,-5.61333,-15.4367,-16.84,-18.2433,-22.4533,-23.8567,-28.0667,-29.47,-19.6467,-21.05,-25.26,-26.6633,-30.8733,-32.2767
0,0,0.821334,11,0.821334,1.64267,2.464,11,0,3.28533,0.821334,1.64267,4.10667,4.928,2.464,11,0,3.28533,5.74934,6.57067,22,0,7.392,8.21334,2.464,11,0,3.28533,9.03467,9.856,10.6773,13.1413,13.9627,16.4267,17.248,11.4987,12.32,14.784,15.6053,18.0693,18.8907
0,0,-0.239904,20,-0.239904,-0.479808,-0.719711,20,-0,-0.959615,-0.239904,-0.479808,-1.19952,-1.43942,-0.719711,20,-0,-0.959615,-1.67933,-1.91923,40,-0,-2.15913,-2.39904,-0.719711,20,-0,-0.959615,-2.63894,-2.87885,-3.11875,-3.83846,-4.07836,-4.79808,-5.03798,-3.35865,-3.59856,-4.31827,-4.55817,-5.27788,-5.51779
0,0,-0.518096,-1,-0.518096,-1.03619,-1.55429,-1,-0,-2.07239,-0.518096,-1.03619,-2.59048,-3.10858,-1.55429,-1,-0,-2.07239,-3.62667,-4.14477,-2,-0,-4.66287,-5.18096,-1.55429,-1,-0,-2.07239,-5.69906,-6.21716,-6.73525,-8.28954,-8.80764,-10.3619,-10.88,-7.25335,-7.77145,-9.32573,-9.84383,-11.3981,-11.9162
0,0,0.569157,7,0.569157,1.13831,1.70747,7,0,2.27663,0.569157,1.13831,2.84579,3.41494,1.70747,7,0,2.27663,3.9841,4.55326,14,0,5.12241,5.69157,1.70747,7,0,2.27663,6.26073,6.82988,7.39904,9.10651,9.67567,11.3831,11.9523,7.9682,8.53736,10.2448,10.814,12.5215,13.0906
0,0,0.076578,24,0.076578,0.153156,0.229734,24,0,0.306312,0.076578,0.153156,0.38289,0.459468,0.229734,24,0,0.306312,0.536046,0.612624,48,0,0.689202,0.76578,0.229734,24,0,0.306312,0.842359,0.918937,0.995515,1.22525,1.30183,1.53156,1.60814,1.07209,1.14867,1.3784,1.45498,1.68472,1.7613
0,0,-1.0962,10,-1.0962,-2.1924,-3.2886,10,-0,-4.38479,-1.0962,-2.1924,-5.48099,-6.57719,-3.2886,10,-0,-4.38479,-7.67339,-8.76959,20,-0,-9.86579,-10.962,-3.2886,10,-0,-4.38479,-12.0582,-13.1544,-14.2506,-17.5392,-18.6354,-21.924,-23.0202,-15.3468,-16.443,-19.7316,-20.8278,-24.1164,-25.2126
0,0,0.348425,6,0.348425,0.69685,1.04528,6,0,1.3937,0.348425,0.69685,1.74213,2.09055,1.04528,6,0,1.3937,2.43898,2.7874,12,0,3.13583,3.48425,1.04528,6,0,1.3937,3.83268,4.1811,4.52953,5.5748,5.92323,6.9685,7.31693,4.87795,5.22638,6.27165,6.62008,7.66535,8.01378
0,0,0.551224,7,0.551224,1.10245,1.65367,7,0,2.2049,0.551224,1.10245,2.75612,3.30734,1.65367,7,0,2.2049,3.85857,4.40979,14,0,4.96102,5.51224,1.65367,7,0,2.2049,6.06347,6.61469,7.16591,8.81959,9.37081,11.0245,11.5757,7.71714,8.26836,9.92203,10.4733,12.1269,12.6782
0,0,-1.24946,11,-1.24946,-2.49892,-3.74838,11,-0,-4.99784,-1.24946,-2.49892,-6.2473,-7.49677,-3.74838,11,-0,-4.99784,-8.74623,-9.99569,22,-0,-11.2451,-12.4946,-3.74838,11,-0,-4.99784,-13.7441,-14.9935,-16.243,-19.9914,-21.2408,-24.9892,-26.2387,-17.4925,-18.7419,-22.4903,-23.7398,-27.4881,-28.7376
0,0,0.369581,-16,0.369581,0.739162,1.10874,-16,0,1.47832,0.369581,0.739162,1.84791,2.21749,1.10874,-16,0,1.47832,2.58707,2.95665,-32,0,3.32623,3.69581,1.10874,-16,0,1.47832,4.06539,4.43497,4.80455,5.9133,6.28288,7.39162,7.7612,5.17413,5.54372,6.65246,7.02204,8.13078,8.50036
0,0,-0.283382,16,-0.283382,-0.566764,-0.850146,16,-0,-1.13353,-0.283382,-0.566764,-1.41691,-1.70029,-0.850146,16,-0,-1.13353,-1.98367,-2.26706,32,-0,-2.55044,-2.83382,-0.850146,16,-0,-1.13353,-3.1172,-3.40059,-3.68397,-4.53411,-4.8175,-5.66764,-5.95102,-3.96735,-4.25073,-5.10088,-5.38426,-6.23441,-6.51779
0,0,0.164451,13,0.164451,0.328902,0.493353,13,0,0.657804,0.164451,0.328902,0.822254,0.986705,0.493353,13,0,0.657804,1.15116,1.31561,26,0,1.48006,1.64451,0.493353,13,0,0.657804,1.80896,1.97341,2.13786,2.63121,2.79566,3.28902,3.45347,2.30231,2.46676,2.96012,3.12457,3.61792,3.78237
0,0,1.6575,-2,1.6575,3.31501,4.97251,-2,0,6.63002,1.6575,3.31501,8.28752,9.94503,4.97251,-2,0,6.63002,11.6025,13.26,-4,0,14.9175,16.575,4.97251,-2,0,6.63002,18.2326,19.8901,21.5476,26.5201,28.1776,33.1501,34.8076,23.2051,24.8626,29.8351,31.4926,36.4651,38.1226
0,0,-0.0550986,19,-0.0550986,-0.110197,-0.165296,19,-0,-0.220394,-0.0550986,-0.110197,-0.275493,-0.330592,-0.165296,19,-0,-0.220394,-0.38569,-0.440789,38,-0,-0.495887,-0.550986,-0.165296,19,-0,-0.220394,-0.606085,-0.661183,-0.716282,-0.881578,-0.936676,-1.10197,-1.15707,-0.77138,-0.826479,-0.991775,-1.04687,-1.21217,-1.26727
0,0,1.59844,18,1.59844,3.19688,4.79532,18,0,6.39376,1.59844,3.19688,7.9922,9.59065,4.79532,18,0,6.39376,11.1891,12.7875,36,0,14.386,15.9844,4.79532,18,0,6.39376,17.5828,19.1813,20.7797,25.5751,27.1735,31.9688,33.5673,22.3782,23.9766,28.7719,30.3704,35.1657,36.7641
0,0,0.79582,12,0.79582,1.59164,2.38746,12,0,3.18328,0.79582,1.59164,3.9791,4.77492,2.38746,12,0,3.18328,5.57074,6.36656,24,0,7.16238,7.9582,2.38746,12,0,3.18328,8.75402,9.54984,10.3457,12.7331,13.5289,15.9164,16.7122,11.1415,11.9373,14.3248,15.1206,17.508,18.3039
0,0,-1.07138,15,-1.07138,-2.14276,-3.21414,15,-0,-4.28552,-1.07138,-2.14276,-5.3569,-6.42828,-3.21414,15,-0,-4.28552,-7.49967,-8.57105,30,-0,-9.64243,-10.7138,-3.21414,15,-0,-4.28552,-11.7852,-12.8566,-13.928,-17.1421,-18.2135,-21.4276,-22.499,-14.9993,-16.0707,-19.2849,-20.3562,-23.5704,-24.6418
0,0,1.36217,23,1.36217,2.72435,4.08652,23,0,5.44869,1.36217,2.72435,6.81087,8.17304,4.08652,23,0,5.44869,9.53521,10.8974,46,0,12.2596,13.6217,4.08652,23,0,5.44869,14.9839,16.3461,17.7083,21.7948,23.1569,27.2435,28.6056,19.0704,20.4326,24.5191,25.8813,29.9678,31.33
0,0,0.264612,1,0.264612,0.529223,0.793835,1,0,1.05845,0.264612,0.529223,1.32306,1.58767,0.793835,1,0,1.05845,1.85228,2.11689,2,0,2.3815,2.64612,0.793835,1,0,1.05845,2.91073,3.17534,3.43995,4.23379,4.4984,5.29223,5.55684,3.70456,3.96917,4.76301,5.02762,5.82146,6.08607
